ID_Pedido,Fecha_Pedido,Fecha_Entrega,ID_Cliente,Cliente,Ciudad,Region,Canal,Vendedor,SKU,Producto,Categoria,Unidades,Precio_Lista,Descuento_Porc,Precio_Final,Ingreso_Bruto,Ingreso_Neto,Costo_Logistico,Unidades_Devueltas,Estado_Entrega,Codigo_Promocion
PED010332,2025-10-11,2025-10-12,CL063,Cafetería Estación Central,Puerto Vallarta,Occidente,HORECA,Luis Peña,SKU005,Café Premium Molido 500g,Premium,102,224,0.0858,204.78,22848,20887.56,2727.55,2,Entregado a tiempo,
PED010333,2025-09-12,2025-09-18,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,197,78,0.1201,68.63,15366,13520.11,1159.67,4,Entregado a tiempo,
PED010333,2025-11-04,2025-11-06,CL065,Grupo Abasto Metropolitano S. de R.L.,Guadalajara,Occidente,HORECA,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,108,148,0.0827,135.76,15984,14662.08,1566.05,3,Entregado a tiempo,
PED010334,2025-12-17,2025-12-21,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,272,78,0.1493,66.35,21216,18047.2,1128.22,7,Entregado a tiempo,
PED010334,2025-09-18,2025-09-22,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,312,148,0.1553,125.02,46176,39006.24,2851.39,4,Entregado a tiempo,
PED010335,2025-10-16,2025-10-22,CL012,Tiendas Plaza Viva S. de R.L.,Monterrey,Norte,HORECA,Paola Luna,SKU009,Café Orgánico Grano 1kg,Orgánico,21,462,0.0477,439.96,9702,9239.16,1062.5,0,Entregado a tiempo,
PED010335,2025-09-19,2025-09-21,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU004,Café Premium Molido 250g,Premium,203,118,0.046,112.57,23954,22851.71,1628.22,5,Entregado a tiempo,
PED010336,2025-09-28,2025-10-10,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,111,148,0.1204,130.18,16428,14449.98,1119.96,3,Entregado con atraso,
PED010336,2025-12-21,2025-12-27,CL008,Distribuidora Cafetalera del Norte MX,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU004,Café Premium Molido 250g,Premium,113,118,0.1126,104.71,13334,11832.23,1316.31,2,Entregado a tiempo,
PED010337,2025-11-16,2025-11-27,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,HORECA,Valeria Solís,SKU001,Café Tradicional Molido 250g,Tradicional,96,78,0.0633,73.06,7488,7013.76,739.9,2,Entregado con atraso,
PED010337,2025-10-20,2025-10-26,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Valeria Solís,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,226,96,0.1005,86.35,21696,19515.1,1738.33,4,Entregado a tiempo,
PED010338,2025-12-28,2026-01-02,CL066,Super Abarrotes La Sierra MX,Guadalajara,Occidente,HORECA,Iván Durán,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,50,108,0.0908,98.19,5400,4909.5,550.3,1,Entregado a tiempo,
PED010338,2025-11-27,2025-11-30,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Autoservicio,Andrés Castañeda,SKU006,Café Premium Grano 1kg,Premium,150,429,0.1198,377.61,64350,56641.5,5023.82,1,Entregado a tiempo,
PED010339,2025-11-01,2025-11-04,CL048,Bodega San Gabriel Comercial,Toluca,Centro,E-commerce,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,35,96,0.0253,93.57,3360,3274.95,593.74,0,Entregado a tiempo,
PED010339,2025-09-07,2025-09-08,CL036,Marketplace Espresso Shop S. de R.L.,Ciudad de México,Centro,Mayoreo,Luis Peña,SKU019,Drip Bags Selección 8 pzas,Especialidad,274,158,0.0976,142.58,43292,39066.92,3110.75,0,Entregado a tiempo,
PED010340,2025-12-24,2025-12-29,CL055,Cafe Ruta 11 S. de R.L.,León,Occidente,HORECA,Andrés Castañeda,SKU014,Blend Casa 1kg,Especialidad,49,396,0.0517,375.53,19404,18400.97,1840.11,0,Entregado a tiempo,
PED010340,2025-09-03,2025-09-04,CL027,Comercializadora Tostado Fino MX,Toluca,Centro,Autoservicio,Iván Durán, SKU018,Cold Brew Concentrado 1L,Bebidas listas,35,168,0.0886,153.12,5880,5359.2,377.81,0,Entregado a tiempo,
PED010341,2025-12-20,2025-12-25,CL040,Super Abarrotes La Sierra S.A. de C.V.,Toluca,Centro,Autoservicio,Iván Durán,SKU012,Espresso Grano 1kg,Especialidad,110,468,0.05,444.6,51480,48906.0,3859.55,2,Entregado a tiempo,
PED010341,2025-12-22,2025-12-26,CL063,Cafetería Estación Central,Puerto Vallarta,Occidente,Mayoreo,Andrés Castañeda,SKU010,Descafeinado Molido 250g,Descafeinado,34,124,0.1606,104.09,4216,3539.06,252.8,1,Entregado a tiempo,
PED010342,2025-10-19,2025-10-23,CL036,Marketplace Espresso Shop S. de R.L.,CDMX,Centro,Mayoreo,Sofía Gil,SKU012,Espresso Grano 1kg,Especialidad,36,468,0.1143,414.51,16848,14922.36,914.38,1,Entregado a tiempo,
PED010342,2025-10-04,2025-10-05,CL035,Corporativo Delta Servicios S.A. de C.V.,Ciudad de México,Centro,Mayoreo,Sofía Gil,SKU009,Café Orgánico Grano 1kg,Orgánico,136,462,0.1584,388.82,62832,52879.52,2783.54,3,Entregado a tiempo,PROMO12
PED010343,2025-10-26,2025-10-29,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Autoservicio,Sofía Gil,SKU003,Café Tradicional Grano 1kg,Tradicional,59,276,0.0567,260.35,16284,15360.65,1500.25,2,Entregado a tiempo,
PED010343,2025-09-26,2025-10-06,CL031,Tiendas Plaza Viva S. de R.L.,Querétaro,Centro,HORECA,Sofía Gil,SKU012,Espresso Grano 1kg,Especialidad,40,468,0.0716,434.49,18720,17379.6,1953.19,0,Entregado con atraso,
PED010344,2025-09-03,2025-09-05,CL035,Corporativo Delta Servicios S.A. de C.V.,Ciudad de México,Centro,Mayoreo,Sofía Gil,SKU010,Descafeinado Molido 250g,Descafeinado,225,124,0.0787,114.24,27900,25704.0,1723.4,2,Entregado a tiempo,
PED010344,2025-10-19,2025-10-24,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU002,Café Tradicional Molido 500g,Tradicional,85,148,0.089,134.83,12580,11460.55,1127.76,1,Entregado a tiempo,
PED010345,2025-11-04,2025-11-06,CL068,Cadena Selecta Retail,Morelia,Occidente,Mayoreo,Iván Durán,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,42,102,0.1041,91.38,4284,3837.96,246.94,0,Entregado a tiempo,
PED010345,2025-11-15,2025-11-29,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Sofía Gil,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,20,102,0.0227,99.68,2040,1993.6,321.48,1,Entregado con atraso,
PED010346,2025-10-08,2025-10-22,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,Autoservicio,Valeria Solís,SKU006,Café Premium Grano 1kg,Premium,101,429,0.1053,383.83,43329,38766.83,3534.14,3,Entregado con atraso,
PED010346,2025-09-13,2025-09-16,CL065,Grupo Abasto Metropolitano S. de R.L.,Guadalajara,Occidente,HORECA,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,13,148,0.0322,143.23,1924,1861.99,227.21,0,Entregado a tiempo,
PED010347,2025-11-05,2025-11-07,CL016,Cadena Selecta Retail S.A. de C.V.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,14,78,0.0597,73.34,1092,1026.76,127.98,0,Entregado a tiempo,
PED010347,2025-10-09,2025-10-10,CL029,Tiendas Urbanas MX,Ciudad de México,Centro,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,46,78,0.0594,73.37,3588,3375.02,243.77,1,Entregado a tiempo,
PED010348,2025-09-22,2025-09-28,CL029,Tiendas Urbanas MX,Ciudad de México,Centro,Autoservicio,Paola Luna,SKU018,Cold Brew Concentrado 1L,Bebidas listas,138,168,0.086,153.55,23184,21189.9,2137.94,1,Entregado a tiempo,
PED010348,2025-12-16,2025-12-21,CL020,Super Abarrotes La Sierra,Saltillo,Norte,Autoservicio,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,145,96,0.1215,84.34,13920,12229.3,1372.64,4,Entregado a tiempo,
PED010349,2025-12-18,2025-12-23,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,30,96,0.0506,91.14,2880,2734.2,461.62,1,Entregado a tiempo,
PED010349,2025-09-20,2025-09-22,CL041,Cafetería Estación Central S. de R.L.,Ciudad de México,Centro,Autoservicio,Sofía Gil,SKU007,Café Orgánico Molido 250g,Orgánico,19,132,0.0708,122.65,2508,2330.35,168.62,0,Entregado a tiempo,
PED010350,2025-12-19,2025-12-21,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,Mayoreo,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,66,78,0.1191,68.71,5148,4534.86,360.77,0,Entregado a tiempo,
PED010350,2025-09-12,2025-09-15,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Paola Luna,SKU001,Café Tradicional Molido 250g,Tradicional,240,78,0.0439,74.58,18720,17899.2,1715.38,4,Entregado a tiempo,
PED010351,2025-10-30,2025-11-04,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Mayoreo,Andrés Castañeda,SKU012,Espresso Grano 1kg,Especialidad,104,468,0.0869,427.33,48672,44442.32,2433.08,1,Entregado a tiempo,
PED010351,2025-12-11,2025-12-17,CL054,Café de Barrio Premium S.A. de C.V.,Aguascalientes,Occidente,Mayoreo,Iván Durán,SKU019,Drip Bags Selección 8 pzas,Especialidad,191,158,0.1444,135.18,30178,25819.38,1475.63,6,Entregado a tiempo,
PED010352,2025-10-26,2025-10-30,CL041,Cafetería Estación Central S. de R.L.,CDMX,Centro,Autoservicio,Iván Durán,SKU007,Café Orgánico Molido 250g,Orgánico,176,132,0.1314,114.66,23232,20180.16,1918.01,2,Entregado a tiempo,PROMO09
PED010352,2025-12-14,,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,Mayoreo,Paola Luna,SKU005,Café Premium Molido 500g,Premium,240,224,0.144,191.74,53760,46017.6,2867.72,0,Pendiente,
PED010353,2025-12-02,2025-12-08,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,28,148,0.1338,128.2,4144,3589.6,211.26,0,Entregado a tiempo,
PED010353,2025-10-26,,CL068,Cadena Selecta Retail,Morelia,Occidente,Mayoreo,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,44,96,0.0948,86.9,4224,3823.6,202.9,0,Pendiente,
PED010354,2025-10-28,2025-11-02,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,Mayoreo,Andrés Castañeda,SKU003,Café Tradicional Grano 1kg,Tradicional,357,276,0.1887,223.92,98532,79939.44,4101.24,1,Entregado a tiempo,PROMO19
PED010354,2025-12-31,2026-01-04,CL003,Tiendas Urbanas MX MX,Chihuahua,Norte,Autoservicio,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,208,96,0.1,86.4,19968,17971.2,1493.47,1,Entregado a tiempo,
PED010355,2025-10-25,2025-10-30,CL026,Café Ruta 11 S. de R.L.,Ciudad de México,Centro,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,177,78,0.1101,69.41,13806,12285.57,833.95,5,Entregado a tiempo,PROMO42
PED010355,2025-10-01,2025-10-04,CL020,Super Abarrotes La Sierra,Saltillo,Norte,Autoservicio,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,209,78,0.1165,68.91,16302,14402.19,1315.49,4,Entregado a tiempo,
PED010356,2025-10-03,2025-10-07,CL025,Mercados Unidos del Bajío S.A. de C.V.,Querétaro,Centro,E-commerce,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,5,96,0.0815,88.18,480,440.9,78.15,0,Entregado a tiempo,
PED010356,2025-09-25,2025-09-26,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Paola Luna,SKU013,Café de Altura 340g,Especialidad,324,176,0.1388,151.57,57024,49108.68,3177.29,6,Entregado a tiempo,
PED010357,2025-11-25,2025-11-27,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Paola Luna,SKU018,Cold Brew Concentrado 1L,Bebidas listas,178,168,0.1238,147.2,29904,26201.6,2279.65,3,Entregado a tiempo,
PED010357,2025-12-13,2025-12-15,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,225,78,0.1032,69.95,17550,15738.75,1092.16,2,Entregado a tiempo,
PED010358,2025-11-03,2025-11-04,CL068,Cadena Selecta Retail,Morelia,Occidente,E-commerce,Valeria Solís,SKU004,Café Premium Molido 250g,Premium,2,118,0.0712,109.6,236,219.2,35.82,0,Entregado a tiempo,
PED010358,2025-12-12,2025-12-17,CL016,Cadena Selecta Retail S.A. de C.V.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,113,78,0.0372,75.1,8814,8486.3,1147.62,3,Entregado a tiempo,
PED010359,2025-12-22,2025-12-27,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU007,Café Orgánico Molido 250g,Orgánico,180,132,0.1138,116.98,23760,21056.4,1855.9,1,Entregado a tiempo,PROMO29
PED010359,2025-12-27,2026-01-01,CL022,Comercializadora Tostado Fino S. de R.L.,Hermosillo,Norte,Autoservicio,Iván Durán,SKU012,Espresso Grano 1kg,Especialidad,233,468,0.0618,439.08,109044,102305.64,9468.32,7,Entregado a tiempo,
PED010360,2025-10-01,2025-10-02,CL025,Mercados Unidos del Bajío S.A. de C.V.,Querétaro,Centro,E-commerce,Paola Luna,SKU001,Café Tradicional Molido 250g,Tradicional,25,78,0.0136,76.94,1950,1923.5,295.37,0,Entregado a tiempo,
PED010360,2025-09-15,2025-09-17,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Luis Peña,SKU007,Café Orgánico Molido 250g,Orgánico,153,132,0.1719,109.31,20196,16724.43,902.56,0,Entregado a tiempo,PROMO38
PED010361,2025-12-16,2025-12-19,CL027,Comercializadora Tostado Fino MX,Toluca,Centro,Autoservicio,Iván Durán,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,117,96,0.0847,87.87,11232,10280.79,1045.81,1,Entregado a tiempo,
PED010361,2025-10-16,2025-10-19,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,32,148,0.0252,144.27,4736,4616.64,764.68,0,Entregado a tiempo,
PED010362,2025-09-09,2025-09-11,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,E-commerce,Paola Luna,SKU012,Espresso Grano 1kg,Especialidad,15,468,0.0839,428.73,7020,6430.95,1043.84,0,Entregado a tiempo,
PED010362,2025-09-19,2025-09-29,CL066,Super Abarrotes La Sierra MX,Guadalajara,Occidente,HORECA,Sofía Gil,SKU002,Café Tradicional Molido 500g,Tradicional,38,148,0.102,132.9,5624,5050.2,421.72,1,Entregado con atraso,
PED010363,2025-11-20,2025-11-23,CL072,Café de Barrio Premium Comercial,Aguascalientes,Occidente,Mayoreo,Iván Durán,SKU009,Café Orgánico Grano 1kg,Orgánico,25,462,0.2067,366.5,11550,9162.5,689.09,0,Entregado a tiempo,PROMO18
PED010363,2025-10-31,2025-11-01,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Andrés Castañeda,SKU013,Café de Altura 340g,Especialidad,239,176,0.1258,153.86,42064,36772.54,2967.58,4,Entregado a tiempo,
PED010364,2025-10-23,,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Luis Peña,SKU011,Descafeinado Molido 500g,Descafeinado,201,236,0.1744,194.84,47436,39162.84,4304.84,2,Pendiente,PROMO26
PED010364,2025-09-12,2025-09-16,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Andrés Castañeda,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,214,102,0.1029,91.5,21828,19581.0,1750.83,4,Entregado a tiempo,
PED010365,2025-11-04,2025-11-06,CL043,Mercados Unidos del Bajío Comercial,Toluca,Centro,Mayoreo,Sofía Gil,SKU012,Espresso Grano 1kg,Especialidad,166,468,0.1722,387.41,77688,64310.06,4307.7,3,Entregado a tiempo,
PED010365,2025-09-17,2025-09-19,CL026,Café Ruta 11 S. de R.L.,Ciudad de México,Centro,Mayoreo,Sofía Gil,SKU004,Café Premium Molido 250g,Premium,254,118,0.0741,109.26,29972,27752.04,2115.09,2,Entregado a tiempo,
PED010366,2025-09-22,2025-09-28,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Paola Luna,SKU006,Café Premium Grano 1kg,Premium,148,429,0.0485,408.19,63492,60412.12,5789.74,1,Entregado a tiempo,
PED010366,2025-12-16,2025-12-17,CL043,Mercados Unidos del Bajío Comercial,Toluca,Centro,Mayoreo,Paola Luna,SKU019,Drip Bags Selección 8 pzas,Especialidad,314,158,0.1333,136.94,49612,42999.16,2420.14,7,Entregado a tiempo,
PED010367,2025-12-11,2025-12-13,CL060,Comercializadora Horizonte S. de R.L.,Puerto Vallarta,Occidente,Autoservicio,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,25,96,0.0513,91.08,2400,2277.0,166.17,0,Entregado a tiempo,
PED010367,2025-10-01,2025-10-07,CL066,Super Abarrotes La Sierra MX,Guadalajara,Occidente,Autoservicio,Andrés Castañeda,SKU011,Descafeinado Molido 500g,Descafeinado,33,236,0.0494,224.34,7788,7403.22,561.27,1,Entregado a tiempo,
PED010368,2025-11-21,2025-11-22,CL010,Corporativo Delta Servicios,Torreón,Norte,HORECA,Iván Durán,SKU011,Descafeinado Molido 500g,Descafeinado,27,236,0.033,228.21,6372,6161.67,755.01,1,Entregado a tiempo,
PED010368,2025-09-25,2025-09-29,CL011,Cafetería Estación Central S.A. de C.V.,Chihuahua,Norte,Autoservicio,Paola Luna,SKU009,Café Orgánico Grano 1kg,Orgánico,218,462,0.1294,402.22,100716,87683.96,6310.96,1,Entregado a tiempo,
PED010369,2025-09-21,2025-09-25,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,E-commerce,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,35,78,0.0768,72.01,2730,2520.35,337.14,1,Entregado a tiempo,
PED010369,2025-09-07,2025-09-10,CL004,Comercializadora Tostado Fino Comercial,Hermosillo,Norte,HORECA,Valeria Solís,SKU001,Café Tradicional Molido 250g,Tradicional,50,78,0.0548,73.73,3900,3686.5,391.72,0,Entregado a tiempo,
PED010370,2025-12-15,2025-12-16,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,76,148,0.0487,140.79,11248,10700.04,1402.96,1,Entregado a tiempo,
PED010370,2025-09-08,2025-09-22,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU003,Café Tradicional Grano 1kg,Tradicional,24,276,0.1685,229.49,6624,5507.76,591.07,0,Entregado con atraso,
PED010371,2025-09-25,2025-10-01,CL049,Café y Punto Gourmet S.A. de C.V.,Guadalajara,Occidente,E-commerce,Luis Peña,SKU010,Descafeinado Molido 250g,Descafeinado,18,124,0.0697,115.36,2232,2076.48,274.72,1,Entregado a tiempo,
PED010371,2025-10-18,2025-10-21,CL032,Café de Barrio Premium MX,Puebla,Centro,Mayoreo,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,294,96,0.2542,71.6,28224,21050.4,1295.49,3,Entregado a tiempo,PROMO12
PED010372,2025-10-14,2025-10-19,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,E-commerce,Sofía Gil,SKU011,Descafeinado Molido 500g,Descafeinado,13,236,0.0085,233.99,3068,3041.87,404.99,0,Entregado a tiempo,
PED010372,2025-11-11,2025-11-14,CL014,Comercializadora Horizonte Comercial,Saltillo,Norte,E-commerce,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,18,96,0.061,90.14,1728,1622.52,246.13,0,Entregado a tiempo,
PED010373,2025-11-07,2025-11-12,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Luis Peña,SKU003,Café Tradicional Grano 1kg,Tradicional,92,276,0.0622,258.83,25392,23812.36,2187.76,2,Entregado a tiempo,
PED010373,2025-09-18,,CL026,Café Ruta 11 S. de R.L.,Ciudad de México,Centro,Autoservicio,Andrés Castañeda,SKU007,Café Orgánico Molido 250g,Orgánico,94,132,0.0807,121.35,12408,11406.9,1065.61,1,Pendiente,
PED010374,2025-09-02,2025-09-06,CL071,Bodega San Gabriel MX,León,Occidente,Autoservicio,Iván Durán,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,65,108,0.0507,102.52,7020,6663.8,699.27,0,Entregado a tiempo,
PED010374,2025-12-02,2025-12-07,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Autoservicio,Sofía Gil,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,12,108,0.0768,99.71,1296,1196.52,79.99,0,Entregado a tiempo,
PED010375,2025-11-01,2025-11-02,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,Autoservicio,Valeria Solís,SKU005,Café Premium Molido 500g,Premium,18,224,0.1868,182.16,4032,3278.88,252.54,0,Entregado a tiempo,PROMO41
PED010375,2025-10-23,2025-10-29,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,Autoservicio,Luis Peña,SKU018,Cold Brew Concentrado 1L,Bebidas listas,22,168,0.1192,147.97,3696,3255.34,333.68,0,Entregado a tiempo,
PED010376,2025-11-06,2025-11-08,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,104,102,0.1007,91.73,10608,9539.92,705.63,3,Entregado a tiempo,
PED010376,2025-10-26,,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Paola Luna,SKU010,Descafeinado Molido 250g,Descafeinado,58,124,0.1026,111.28,7192,6454.24,620.34,0,Pendiente,
PED010377,2025-10-09,2025-10-10,CL058,Marketplace Espresso Shop,Morelia,Occidente,E-commerce,Paola Luna,SKU003,Café Tradicional Grano 1kg,Tradicional,34,276,0.0645,258.2,9384,8778.8,1338.86,1,Entregado a tiempo,
PED010377,2025-12-29,2026-01-01,CL009,Café Ruta 11 Comercial,Monterrey,Norte,E-commerce,Paola Luna,SKU001,Café Tradicional Molido 250g,Tradicional,11,78,0.0624,73.13,858,804.43,136.19,0,Entregado a tiempo,
PED010378,2025-11-06,,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Mayoreo,Sofía Gil,SKU004,Café Premium Molido 250g,Premium,211,118,0.0898,107.4,24898,22661.4,1755.29,5,Pendiente,
PED010378,2025-10-22,2025-10-25,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,HORECA,Sofía Gil,SKU011,Descafeinado Molido 500g,Descafeinado,77,236,0.0987,212.71,18172,16378.67,1307.19,1,Entregado a tiempo,
PED010379,2025-10-12,,CL067,Café y Punto Gourmet Comercial,Aguascalientes,Occidente,E-commerce,Iván Durán,SKU014,Blend Casa 1kg,Especialidad,16,396,0.0757,366.02,6336,5856.32,1051.89,1,Pendiente,
PED010379,2025-11-10,2025-11-20,CL056,Mercados Unidos del Bajío MX,Aguascalientes,Occidente,HORECA,Andrés Castañeda, SKU016,Cápsulas Intensas 10 pzas,Cápsulas,81,102,0.0895,92.87,8262,7522.47,748.96,2,Entregado con atraso,
PED010380,2025-12-16,2025-12-21,CL055,Cafe Ruta 11 S. de R.L.,León,Occidente,HORECA,Luis Peña,SKU014,Blend Casa 1kg,Especialidad,46,396,0.0527,375.13,18216,17255.98,1550.85,1,Entregado a tiempo,
PED010380,2025-09-29,2025-10-04,CL022,Comercializadora Tostado Fino S. de R.L.,Hermosillo,Norte,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,182,78,0.0791,71.83,14196,13073.06,1206.69,0,Entregado a tiempo,
PED010381,2025-11-07,2025-11-12,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,43,78,0.0349,75.28,3354,3237.04,310.22,1,Entregado a tiempo,
PED010381,2025-10-18,2025-10-22,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Valeria Solís,SKU003,Café Tradicional Grano 1kg,Tradicional,2,276,0.0282,268.22,552,536.44,85.8,0,Entregado a tiempo,
PED010382,2025-09-12,,CL003,Tiendas Urbanas MX MX,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,137,96,0.2085,75.98,13152,10409.26,1036.38,0,Pendiente,PROMO35
PED010382,2025-09-26,2025-09-30,CL041,Cafetería Estación Central S. de R.L.,CDMX,Centro,Autoservicio,Sofía Gil,SKU005,Café Premium Molido 500g,Premium,114,224,0.1327,194.28,25536,22147.92,1998.01,0,Entregado a tiempo,
PED010383,2025-09-17,,CL066,Super Abarrotes La Sierra MX,Guadalajara,Occidente,E-commerce,Andrés Castañeda,SKU009,Café Orgánico Grano 1kg,Orgánico,23,462,0.0074,458.58,10626,10547.34,1466.62,0,Pendiente,
PED010383,2025-12-14,2025-12-19,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,82,78,0.0852,71.35,6396,5850.7,578.91,2,Entregado a tiempo,
PED010384,2025-12-22,2026-01-05,CL021,Tiendas Urbanas MX S.A. de C.V.,Saltillo,Norte,HORECA,Sofía Gil,SKU009,Café Orgánico Grano 1kg,Orgánico,111,462,0.1138,409.42,51282,45445.62,5289.04,1,Entregado con atraso,
PED010384,2025-09-15,2025-09-16,CL070,Distribuidora Cafetalera del Norte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Sofía Gil,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,21,102,0.075,94.35,2142,1981.35,370.02,0,Entregado a tiempo,
PED010385,2025-12-13,2025-12-19,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,31,148,0.17,122.84,4588,3808.04,219.02,1,Entregado a tiempo,
